[2016-03-03 11:24:00,083: INFO/MainProcess] Received task: scholarly_citation_finder.api.citation.tasks.evaluation_run[1a5a660d-9912-4db8-8113-294ae3767aa5]
[2016-03-05 09:18:21,537: INFO/Worker-2] 576222461: finished strategy "author-ordered-minyear"
[2016-03-05 09:18:21,538: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:18:35,868: INFO/Worker-2] 576222461: finished strategy "journal-ordered"
[2016-03-05 09:18:35,870: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:18:36,062: INFO/Worker-2] 576222461: finished strategy "journal-ordered-minyear"
[2016-03-05 09:18:36,063: INFO/Worker-2] found 1 conferences in search set
[2016-03-05 09:18:36,293: INFO/Worker-2] 576222461: finished strategy "conference-ordered"
[2016-03-05 09:18:36,294: INFO/Worker-2] found 1 conferences in search set
[2016-03-05 09:18:36,342: INFO/Worker-2] 576222461: finished strategy "conference-ordered-minyear"
[2016-03-05 09:18:36,348: INFO/Worker-2] found 10 author in the search set
[2016-03-05 09:18:36,348: INFO/Worker-2] authors: 10
[2016-03-05 09:18:36,483: INFO/Worker-2] authors: 8
[2016-03-05 09:18:39,940: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:18:44,346: INFO/Worker-2] found 4 conferences in search set
[2016-03-05 09:18:45,162: INFO/Worker-2] 576222461: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:18:45,468: INFO/Worker-2] 1824856986 author: set 12 publications
[2016-03-05 09:18:45,934: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:18:45,934: INFO/Worker-2] authors: 33
[2016-03-05 09:19:41,783: INFO/Worker-2] 1824856986: finished strategy "author-ordered"
[2016-03-05 09:19:41,784: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:19:41,784: INFO/Worker-2] authors: 33
[2016-03-05 09:19:41,944: INFO/Worker-2] 1824856986: finished strategy "author-ordered-minyear"
[2016-03-05 09:19:41,945: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:19:43,412: INFO/Worker-2] 1824856986: finished strategy "journal-ordered"
[2016-03-05 09:19:43,414: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:19:43,997: INFO/Worker-2] 1824856986: finished strategy "journal-ordered-minyear"
[2016-03-05 09:19:43,999: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:19:43,999: INFO/Worker-2] 1824856986: finished strategy "conference-ordered"
[2016-03-05 09:19:43,999: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:19:43,999: INFO/Worker-2] 1824856986: finished strategy "conference-ordered-minyear"
[2016-03-05 09:19:44,000: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:19:44,000: INFO/Worker-2] authors: 33
[2016-03-05 09:19:44,316: INFO/Worker-2] authors: 23
[2016-03-05 09:20:30,982: INFO/Worker-2] found 8 journals in search set
[2016-03-05 09:20:31,991: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:20:31,991: INFO/Worker-2] 1824856986: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:20:32,167: INFO/Worker-2] 332675965 author: set 10 publications
[2016-03-05 09:20:32,336: INFO/Worker-2] found 12 author in the search set
[2016-03-05 09:20:32,336: INFO/Worker-2] authors: 12
[2016-03-05 09:20:32,819: INFO/Worker-2] 332675965: finished strategy "author-ordered"
[2016-03-05 09:20:32,819: INFO/Worker-2] found 12 author in the search set
[2016-03-05 09:20:32,819: INFO/Worker-2] authors: 12
[2016-03-05 09:20:32,864: INFO/Worker-2] 332675965: finished strategy "author-ordered-minyear"
[2016-03-05 09:20:32,865: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:20:32,865: INFO/Worker-2] 332675965: finished strategy "journal-ordered"
[2016-03-05 09:20:32,865: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:20:32,865: INFO/Worker-2] 332675965: finished strategy "journal-ordered-minyear"
[2016-03-05 09:20:32,866: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:20:32,866: INFO/Worker-2] 332675965: finished strategy "conference-ordered"
[2016-03-05 09:20:32,867: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:20:32,867: INFO/Worker-2] 332675965: finished strategy "conference-ordered-minyear"
[2016-03-05 09:20:32,867: INFO/Worker-2] found 12 author in the search set
[2016-03-05 09:20:32,868: INFO/Worker-2] authors: 12
[2016-03-05 09:20:32,912: INFO/Worker-2] authors: 0
[2016-03-05 09:20:32,912: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:20:32,913: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:20:32,913: INFO/Worker-2] 332675965: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:20:33,829: INFO/Worker-2] 975528716 author: set 75 publications
[2016-03-05 09:20:35,580: INFO/Worker-2] found 172 author in the search set
[2016-03-05 09:20:35,580: INFO/Worker-2] authors: 172
[2016-03-05 09:28:53,875: INFO/Worker-2] 975528716: finished strategy "author-ordered"
[2016-03-05 09:28:53,879: INFO/Worker-2] found 172 author in the search set
[2016-03-05 09:28:53,880: INFO/Worker-2] authors: 172
[2016-03-05 09:28:55,846: INFO/Worker-2] 975528716: finished strategy "author-ordered-minyear"
[2016-03-05 09:28:55,847: INFO/Worker-2] found 43 journals in search set
[2016-03-05 09:29:12,416: INFO/Worker-2] 975528716: finished strategy "journal-ordered"
[2016-03-05 09:29:12,418: INFO/Worker-2] found 43 journals in search set
[2016-03-05 09:29:19,194: INFO/Worker-2] 975528716: finished strategy "journal-ordered-minyear"
[2016-03-05 09:29:19,195: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:29:19,195: INFO/Worker-2] 975528716: finished strategy "conference-ordered"
[2016-03-05 09:29:19,196: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:29:19,196: INFO/Worker-2] 975528716: finished strategy "conference-ordered-minyear"
[2016-03-05 09:29:19,199: INFO/Worker-2] found 172 author in the search set
[2016-03-05 09:29:19,199: INFO/Worker-2] authors: 172
[2016-03-05 09:29:21,486: INFO/Worker-2] authors: 96
[2016-03-05 09:32:49,833: INFO/Worker-2] found 59 journals in search set
[2016-03-05 09:33:00,731: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:33:00,731: INFO/Worker-2] 975528716: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:33:01,065: INFO/Worker-2] 1754460160 author: set 16 publications
[2016-03-05 09:33:01,393: INFO/Worker-2] found 28 author in the search set
[2016-03-05 09:33:01,393: INFO/Worker-2] authors: 28
[2016-03-05 09:33:25,994: INFO/Worker-2] 1754460160: finished strategy "author-ordered"
[2016-03-05 09:33:25,995: INFO/Worker-2] found 28 author in the search set
[2016-03-05 09:33:25,995: INFO/Worker-2] authors: 28
[2016-03-05 09:33:26,134: INFO/Worker-2] 1754460160: finished strategy "author-ordered-minyear"
[2016-03-05 09:33:26,135: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:33:27,862: INFO/Worker-2] 1754460160: finished strategy "journal-ordered"
[2016-03-05 09:33:27,864: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:33:28,504: INFO/Worker-2] 1754460160: finished strategy "journal-ordered-minyear"
[2016-03-05 09:33:28,505: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:33:28,505: INFO/Worker-2] 1754460160: finished strategy "conference-ordered"
[2016-03-05 09:33:28,506: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:33:28,506: INFO/Worker-2] 1754460160: finished strategy "conference-ordered-minyear"
[2016-03-05 09:33:28,507: INFO/Worker-2] found 28 author in the search set
[2016-03-05 09:33:28,507: INFO/Worker-2] authors: 28
[2016-03-05 09:33:28,912: INFO/Worker-2] authors: 40
[2016-03-05 09:34:48,220: INFO/Worker-2] found 10 journals in search set
[2016-03-05 09:34:49,827: INFO/Worker-2] found 1 conferences in search set
[2016-03-05 09:34:49,981: INFO/Worker-2] 1754460160: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:34:50,261: INFO/Worker-2] 1887606563 author: set 18 publications
[2016-03-05 09:34:51,046: INFO/Worker-2] found 131 author in the search set
[2016-03-05 09:34:51,046: INFO/Worker-2] authors: 131
[2016-03-05 09:43:08,783: INFO/Worker-2] 1887606563: finished strategy "author-ordered"
[2016-03-05 09:43:08,786: INFO/Worker-2] found 131 author in the search set
[2016-03-05 09:43:08,786: INFO/Worker-2] authors: 131
[2016-03-05 09:43:10,348: INFO/Worker-2] 1887606563: finished strategy "author-ordered-minyear"
[2016-03-05 09:43:10,349: INFO/Worker-2] found 5 journals in search set
[2016-03-05 09:43:19,414: INFO/Worker-2] 1887606563: finished strategy "journal-ordered"
[2016-03-05 09:43:19,415: INFO/Worker-2] found 5 journals in search set
[2016-03-05 09:43:23,010: INFO/Worker-2] 1887606563: finished strategy "journal-ordered-minyear"
[2016-03-05 09:43:23,011: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:43:23,011: INFO/Worker-2] 1887606563: finished strategy "conference-ordered"
[2016-03-05 09:43:23,011: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:43:23,012: INFO/Worker-2] 1887606563: finished strategy "conference-ordered-minyear"
[2016-03-05 09:43:23,014: INFO/Worker-2] found 131 author in the search set
[2016-03-05 09:43:23,014: INFO/Worker-2] authors: 131
[2016-03-05 09:43:24,402: INFO/Worker-2] authors: 54
[2016-03-05 09:46:02,169: INFO/Worker-2] found 12 journals in search set
[2016-03-05 09:46:07,167: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:46:07,167: INFO/Worker-2] 1887606563: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:46:07,405: INFO/Worker-2] 1825053086 author: set 11 publications
[2016-03-05 09:46:09,904: INFO/Worker-2] found 417 author in the search set
[2016-03-05 09:46:09,904: INFO/Worker-2] authors: 417
[2016-03-05 10:01:14,444: INFO/Worker-2] 1825053086: finished strategy "author-ordered"
[2016-03-05 10:01:14,706: INFO/Worker-2] found 417 author in the search set
[2016-03-05 10:01:14,706: INFO/Worker-2] authors: 417
[2016-03-05 10:07:57,373: INFO/Worker-2] 1825053086: finished strategy "author-ordered-minyear"
[2016-03-05 10:07:57,374: INFO/Worker-2] found 9 journals in search set
[2016-03-05 10:08:12,612: INFO/Worker-2] 1825053086: finished strategy "journal-ordered"
[2016-03-05 10:08:12,626: INFO/Worker-2] found 9 journals in search set
[2016-03-05 10:08:16,880: INFO/Worker-2] 1825053086: finished strategy "journal-ordered-minyear"
[2016-03-05 10:08:16,903: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:08:16,903: INFO/Worker-2] 1825053086: finished strategy "conference-ordered"
[2016-03-05 10:08:16,904: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:08:16,904: INFO/Worker-2] 1825053086: finished strategy "conference-ordered-minyear"
[2016-03-05 10:08:16,911: INFO/Worker-2] found 417 author in the search set
[2016-03-05 10:08:16,911: INFO/Worker-2] authors: 417
[2016-03-05 10:08:26,877: INFO/Worker-2] authors: 320
[2016-03-05 10:18:26,117: INFO/Worker-2] found 38 journals in search set
[2016-03-05 10:18:46,047: INFO/Worker-2] found 1 conferences in search set
[2016-03-05 10:18:46,129: INFO/Worker-2] 1825053086: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:18:46,385: INFO/Worker-2] 418903730 author: set 10 publications
[2016-03-05 10:18:46,622: INFO/Worker-2] found 23 author in the search set
[2016-03-05 10:18:46,622: INFO/Worker-2] authors: 23
[2016-03-05 10:18:50,322: INFO/Worker-2] 418903730: finished strategy "author-ordered"
[2016-03-05 10:18:50,333: INFO/Worker-2] found 23 author in the search set
[2016-03-05 10:18:50,334: INFO/Worker-2] authors: 23
[2016-03-05 10:18:50,420: INFO/Worker-2] 418903730: finished strategy "author-ordered-minyear"
[2016-03-05 10:18:50,421: INFO/Worker-2] found 0 journals in search set
[2016-03-05 10:18:50,421: INFO/Worker-2] 418903730: finished strategy "journal-ordered"
[2016-03-05 10:18:50,422: INFO/Worker-2] found 0 journals in search set
[2016-03-05 10:18:50,422: INFO/Worker-2] 418903730: finished strategy "journal-ordered-minyear"
[2016-03-05 10:18:50,422: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:50,423: INFO/Worker-2] 418903730: finished strategy "conference-ordered"
[2016-03-05 10:18:50,423: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:50,423: INFO/Worker-2] 418903730: finished strategy "conference-ordered-minyear"
[2016-03-05 10:18:50,424: INFO/Worker-2] found 23 author in the search set
[2016-03-05 10:18:50,424: INFO/Worker-2] authors: 23
[2016-03-05 10:18:50,510: INFO/Worker-2] authors: 0
[2016-03-05 10:18:50,511: INFO/Worker-2] found 0 journals in search set
[2016-03-05 10:18:50,511: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:50,511: INFO/Worker-2] 418903730: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:18:51,056: INFO/Worker-2] 1724373719 author: set 30 publications
[2016-03-05 10:18:51,393: INFO/Worker-2] found 10 author in the search set
[2016-03-05 10:18:51,393: INFO/Worker-2] authors: 10
[2016-03-05 10:18:55,164: INFO/Worker-2] 1724373719: finished strategy "author-ordered"
[2016-03-05 10:18:55,165: INFO/Worker-2] found 10 author in the search set
[2016-03-05 10:18:55,166: INFO/Worker-2] authors: 10
[2016-03-05 10:18:55,206: INFO/Worker-2] 1724373719: finished strategy "author-ordered-minyear"
[2016-03-05 10:18:55,207: INFO/Worker-2] found 1 journals in search set
[2016-03-05 10:18:55,638: INFO/Worker-2] 1724373719: finished strategy "journal-ordered"
[2016-03-05 10:18:55,639: INFO/Worker-2] found 1 journals in search set
[2016-03-05 10:18:55,650: INFO/Worker-2] 1724373719: finished strategy "journal-ordered-minyear"
[2016-03-05 10:18:55,650: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:55,650: INFO/Worker-2] 1724373719: finished strategy "conference-ordered"
[2016-03-05 10:18:55,651: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:55,651: INFO/Worker-2] 1724373719: finished strategy "conference-ordered-minyear"
[2016-03-05 10:18:55,652: INFO/Worker-2] found 10 author in the search set
[2016-03-05 10:18:55,652: INFO/Worker-2] authors: 10
[2016-03-05 10:18:55,693: INFO/Worker-2] authors: 0
[2016-03-05 10:18:55,693: INFO/Worker-2] found 1 journals in search set
[2016-03-05 10:18:55,704: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:18:55,704: INFO/Worker-2] 1724373719: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:18:55,940: INFO/Worker-2] 1436172473 author: set 12 publications
[2016-03-05 10:18:56,311: INFO/Worker-2] found 31 author in the search set
[2016-03-05 10:18:56,312: INFO/Worker-2] authors: 31
[2016-03-05 10:22:04,895: INFO/Worker-2] 1436172473: finished strategy "author-ordered"
[2016-03-05 10:22:04,896: INFO/Worker-2] found 31 author in the search set
[2016-03-05 10:22:04,896: INFO/Worker-2] authors: 31
[2016-03-05 10:22:05,243: INFO/Worker-2] 1436172473: finished strategy "author-ordered-minyear"
[2016-03-05 10:22:05,244: INFO/Worker-2] found 8 journals in search set
[2016-03-05 10:22:07,493: INFO/Worker-2] 1436172473: finished strategy "journal-ordered"
[2016-03-05 10:22:07,494: INFO/Worker-2] found 8 journals in search set
[2016-03-05 10:22:08,030: INFO/Worker-2] 1436172473: finished strategy "journal-ordered-minyear"
[2016-03-05 10:22:08,031: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:22:08,031: INFO/Worker-2] 1436172473: finished strategy "conference-ordered"
[2016-03-05 10:22:08,032: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:22:08,032: INFO/Worker-2] 1436172473: finished strategy "conference-ordered-minyear"
[2016-03-05 10:22:08,033: INFO/Worker-2] found 31 author in the search set
[2016-03-05 10:22:08,033: INFO/Worker-2] authors: 31
[2016-03-05 10:22:08,538: INFO/Worker-2] authors: 33
[2016-03-05 10:23:43,110: INFO/Worker-2] found 17 journals in search set
[2016-03-05 10:23:44,626: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:23:44,627: INFO/Worker-2] 1436172473: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:23:44,998: INFO/Worker-2] 1797903522 author: set 38 publications
[2016-03-05 10:23:45,770: INFO/Worker-2] found 78 author in the search set
[2016-03-05 10:23:45,770: INFO/Worker-2] authors: 78
[2016-03-05 10:27:44,757: INFO/Worker-2] 1797903522: finished strategy "author-ordered"
[2016-03-05 10:27:44,759: INFO/Worker-2] found 78 author in the search set
[2016-03-05 10:27:44,759: INFO/Worker-2] authors: 78
[2016-03-05 10:27:45,509: INFO/Worker-2] 1797903522: finished strategy "author-ordered-minyear"
[2016-03-05 10:27:45,511: INFO/Worker-2] found 5 journals in search set
[2016-03-05 10:28:02,258: INFO/Worker-2] 1797903522: finished strategy "journal-ordered"
[2016-03-05 10:28:02,260: INFO/Worker-2] found 5 journals in search set
[2016-03-05 10:28:04,554: INFO/Worker-2] 1797903522: finished strategy "journal-ordered-minyear"
[2016-03-05 10:28:04,557: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:28:04,557: INFO/Worker-2] 1797903522: finished strategy "conference-ordered"
[2016-03-05 10:28:04,557: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:28:04,558: INFO/Worker-2] 1797903522: finished strategy "conference-ordered-minyear"
[2016-03-05 10:28:04,560: INFO/Worker-2] found 78 author in the search set
[2016-03-05 10:28:04,560: INFO/Worker-2] authors: 78
[2016-03-05 10:28:06,163: INFO/Worker-2] authors: 142
[2016-03-05 10:34:27,281: INFO/Worker-2] found 40 journals in search set
[2016-03-05 10:34:41,430: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:34:41,430: INFO/Worker-2] 1797903522: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:34:42,144: INFO/Worker-2] 1863784261 author: set 14 publications
[2016-03-05 10:34:42,397: INFO/Worker-2] found 22 author in the search set
[2016-03-05 10:34:42,397: INFO/Worker-2] authors: 22
[2016-03-05 10:35:02,916: INFO/Worker-2] 1863784261: finished strategy "author-ordered"
[2016-03-05 10:35:02,917: INFO/Worker-2] found 22 author in the search set
[2016-03-05 10:35:02,917: INFO/Worker-2] authors: 22
[2016-03-05 10:35:03,015: INFO/Worker-2] 1863784261: finished strategy "author-ordered-minyear"
[2016-03-05 10:35:03,016: INFO/Worker-2] found 3 journals in search set
[2016-03-05 10:35:03,602: INFO/Worker-2] 1863784261: finished strategy "journal-ordered"
[2016-03-05 10:35:03,603: INFO/Worker-2] found 3 journals in search set
[2016-03-05 10:35:03,833: INFO/Worker-2] 1863784261: finished strategy "journal-ordered-minyear"
[2016-03-05 10:35:03,834: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:35:03,834: INFO/Worker-2] 1863784261: finished strategy "conference-ordered"
[2016-03-05 10:35:03,835: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:35:03,835: INFO/Worker-2] 1863784261: finished strategy "conference-ordered-minyear"
[2016-03-05 10:35:03,836: INFO/Worker-2] found 22 author in the search set
[2016-03-05 10:35:03,836: INFO/Worker-2] authors: 22
[2016-03-05 10:35:03,933: INFO/Worker-2] authors: 0
[2016-03-05 10:35:03,934: INFO/Worker-2] found 3 journals in search set
[2016-03-05 10:35:04,138: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:35:04,138: INFO/Worker-2] 1863784261: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:35:04,337: INFO/Worker-2] 1876821740 author: set 15 publications
[2016-03-05 10:35:04,723: INFO/Worker-2] found 63 author in the search set
[2016-03-05 10:35:04,723: INFO/Worker-2] authors: 63
[2016-03-05 10:42:53,587: INFO/Worker-2] 1876821740: finished strategy "author-ordered"
[2016-03-05 10:42:53,589: INFO/Worker-2] found 63 author in the search set
[2016-03-05 10:42:53,589: INFO/Worker-2] authors: 63
[2016-03-05 10:42:54,217: INFO/Worker-2] 1876821740: finished strategy "author-ordered-minyear"
[2016-03-05 10:42:54,218: INFO/Worker-2] found 9 journals in search set
[2016-03-05 10:43:01,471: INFO/Worker-2] 1876821740: finished strategy "journal-ordered"
[2016-03-05 10:43:01,473: INFO/Worker-2] found 9 journals in search set
[2016-03-05 10:43:04,734: INFO/Worker-2] 1876821740: finished strategy "journal-ordered-minyear"
[2016-03-05 10:43:04,735: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:43:04,736: INFO/Worker-2] 1876821740: finished strategy "conference-ordered"
[2016-03-05 10:43:04,736: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:43:04,736: INFO/Worker-2] 1876821740: finished strategy "conference-ordered-minyear"
[2016-03-05 10:43:04,738: INFO/Worker-2] found 63 author in the search set
[2016-03-05 10:43:04,738: INFO/Worker-2] authors: 63
[2016-03-05 10:43:05,546: INFO/Worker-2] authors: 32
[2016-03-05 10:46:08,528: INFO/Worker-2] found 13 journals in search set
[2016-03-05 10:46:12,398: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 10:46:12,398: INFO/Worker-2] 1876821740: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 10:46:13,479: INFO/Worker-2] 1260848431 author: set 62 publications
[2016-03-05 10:46:15,468: INFO/Worker-2] found 169 author in the search set
[2016-03-05 10:46:15,468: INFO/Worker-2] authors: 169
[2016-03-05 11:00:59,017: INFO/Worker-2] 1260848431: finished strategy "author-ordered"
[2016-03-05 11:00:59,661: INFO/Worker-2] found 169 author in the search set
[2016-03-05 11:00:59,661: INFO/Worker-2] authors: 169
[2016-03-05 11:01:31,755: INFO/Worker-2] 1260848431: finished strategy "author-ordered-minyear"
[2016-03-05 11:01:31,756: INFO/Worker-2] found 33 journals in search set
[2016-03-05 11:01:53,002: INFO/Worker-2] 1260848431: finished strategy "journal-ordered"
[2016-03-05 11:01:53,004: INFO/Worker-2] found 33 journals in search set
[2016-03-05 11:02:02,137: INFO/Worker-2] 1260848431: finished strategy "journal-ordered-minyear"
[2016-03-05 11:02:02,138: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:02:02,138: INFO/Worker-2] 1260848431: finished strategy "conference-ordered"
[2016-03-05 11:02:02,139: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:02:02,139: INFO/Worker-2] 1260848431: finished strategy "conference-ordered-minyear"
[2016-03-05 11:02:02,142: INFO/Worker-2] found 169 author in the search set
[2016-03-05 11:02:02,143: INFO/Worker-2] authors: 169
[2016-03-05 11:02:06,382: INFO/Worker-2] authors: 351
[2016-03-05 11:28:28,531: INFO/Worker-2] found 85 journals in search set
[2016-03-05 11:28:53,461: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:28:53,461: INFO/Worker-2] 1260848431: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 11:28:53,781: INFO/Worker-2] 1252247341 author: set 13 publications
[2016-03-05 11:28:53,976: INFO/Worker-2] found 14 author in the search set
[2016-03-05 11:28:53,977: INFO/Worker-2] authors: 14
[2016-03-05 11:29:27,081: INFO/Worker-2] 1252247341: finished strategy "author-ordered"
[2016-03-05 11:29:27,093: INFO/Worker-2] found 14 author in the search set
[2016-03-05 11:29:27,094: INFO/Worker-2] authors: 14
[2016-03-05 11:29:27,205: INFO/Worker-2] 1252247341: finished strategy "author-ordered-minyear"
[2016-03-05 11:29:27,206: INFO/Worker-2] found 8 journals in search set
[2016-03-05 11:29:30,623: INFO/Worker-2] 1252247341: finished strategy "journal-ordered"
[2016-03-05 11:29:30,626: INFO/Worker-2] found 8 journals in search set
[2016-03-05 11:29:31,292: INFO/Worker-2] 1252247341: finished strategy "journal-ordered-minyear"
[2016-03-05 11:29:31,294: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:29:31,294: INFO/Worker-2] 1252247341: finished strategy "conference-ordered"
[2016-03-05 11:29:31,295: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:29:31,295: INFO/Worker-2] 1252247341: finished strategy "conference-ordered-minyear"
[2016-03-05 11:29:31,296: INFO/Worker-2] found 14 author in the search set
[2016-03-05 11:29:31,296: INFO/Worker-2] authors: 14
[2016-03-05 11:29:31,555: INFO/Worker-2] authors: 23
[2016-03-05 11:29:57,287: INFO/Worker-2] found 14 journals in search set
[2016-03-05 11:29:58,415: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:29:58,415: INFO/Worker-2] 1252247341: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 11:29:58,612: INFO/Worker-2] 1569084648 author: set 14 publications
[2016-03-05 11:29:58,941: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:29:58,941: INFO/Worker-2] authors: 32
[2016-03-05 11:30:02,916: INFO/Worker-2] 1569084648: finished strategy "author-ordered"
[2016-03-05 11:30:02,931: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:30:02,931: INFO/Worker-2] authors: 32
[2016-03-05 11:30:03,051: INFO/Worker-2] 1569084648: finished strategy "author-ordered-minyear"
[2016-03-05 11:30:03,052: INFO/Worker-2] found 5 journals in search set
[2016-03-05 11:30:04,242: INFO/Worker-2] 1569084648: finished strategy "journal-ordered"
[2016-03-05 11:30:04,243: INFO/Worker-2] found 5 journals in search set
[2016-03-05 11:30:04,814: INFO/Worker-2] 1569084648: finished strategy "journal-ordered-minyear"
[2016-03-05 11:30:04,815: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:04,815: INFO/Worker-2] 1569084648: finished strategy "conference-ordered"
[2016-03-05 11:30:04,816: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:04,816: INFO/Worker-2] 1569084648: finished strategy "conference-ordered-minyear"
[2016-03-05 11:30:04,817: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:30:04,817: INFO/Worker-2] authors: 32
[2016-03-05 11:30:04,937: INFO/Worker-2] authors: 0
[2016-03-05 11:30:04,937: INFO/Worker-2] found 5 journals in search set
[2016-03-05 11:30:05,525: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:05,525: INFO/Worker-2] 1569084648: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 11:30:05,735: INFO/Worker-2] 1477640514 author: set 12 publications
[2016-03-05 11:30:06,225: INFO/Worker-2] found 60 author in the search set
[2016-03-05 11:30:06,225: INFO/Worker-2] authors: 60
[2016-03-05 11:30:29,734: INFO/Worker-2] 1477640514: finished strategy "author-ordered"
[2016-03-05 11:30:29,735: INFO/Worker-2] found 60 author in the search set
[2016-03-05 11:30:29,735: INFO/Worker-2] authors: 60
[2016-03-05 11:30:29,968: INFO/Worker-2] 1477640514: finished strategy "author-ordered-minyear"
[2016-03-05 11:30:29,969: INFO/Worker-2] found 0 journals in search set
[2016-03-05 11:30:29,969: INFO/Worker-2] 1477640514: finished strategy "journal-ordered"
[2016-03-05 11:30:29,969: INFO/Worker-2] found 0 journals in search set
[2016-03-05 11:30:29,970: INFO/Worker-2] 1477640514: finished strategy "journal-ordered-minyear"
